episode_title,show,owner_host,episode_link,publish_date,export_date,show_notes,ai_notes,timestamp,snip_title,play_link,duration,time_range,summary,transcript_cleaned_of_md_and_html_tags,transcript_raw
#392 - Technology & Culture,Making Sense with Sam Harris - Subscriber Content,Making Sense with Sam Harris,https://share.snipd.com/episode/a3cc0467-5d7e-432a-8f84-cfdea6f7725a,2024-11-19,2024-12-24T14:55,"Sam Harris speaks with Christine Rosen about how technology is changing our culture. They discuss various topics, including lost practices, social media, and political dynamics.",,20:18,Thoughtful Trade-offs with Technology,https://share.snipd.com/snip/f4b88a97-e22b-4aaa-a9a7-67d1746cf189,2min,18:52 - 20:26,Consider the trade-offs when adopting new technologies. Handwriting engages different cognitive processes and may improve memory encoding.,Christine Rosen discusses the opportunity cost of not engaging in physical activities like handwriting due to technology.,<blockquote><b>Christine Rosen</b><br/><br/>And I think that that's absolutely right. And it would probably be less of a concern if we spent more of our day every day doing other things with our hands besides typing or besides swiping on a screen...</blockquote>
#392 - Technology & Culture,Making Sense with Sam Harris - Subscriber Content,Making Sense with Sam Harris,https://share.snipd.com/episode/a3cc0467-5d7e-432a-8f84-cfdea6f7725a,2024-11-19,2024-12-24T14:55,"Sam Harris speaks with Christine Rosen about how technology is changing our culture. They discuss various topics, including lost practices, social media, and political dynamics.",,27:59,Shared Reality Erosion,https://share.snipd.com/snip/19ecd4c3-e63c-4c27-8264-3d044a74e8b8,1min,27:20 - 27:57,"We consume more information about others' experiences than we have unmediated experiences of our own, leading to a lack of shared reality, especially in politics.",Christine Rosen mentions the toxicity in politics due to a lack of shared reality created by curated experiences online.,"<blockquote><b>Christine Rosen</b><br/><br/>And what that means is that we, even though we're doing that, we somehow lack a shared reality...</blockquote>"
#392 - Technology & Culture,Making Sense with Sam Harris - Subscriber Content,Making Sense with Sam Harris,https://share.snipd.com/episode/a3cc0467-5d7e-432a-8f84-cfdea6f7725a,2024-11-19,2024-12-24T14:55,"Sam Harris speaks with Christine Rosen about how technology is changing our culture. They discuss various topics, including lost practices, social media, and political dynamics.",,39:27,Revive Local News,https://share.snipd.com/snip/61a7a7c7-8f67-40ec-8f1d-7e6e988bcab8,2min,37:01 - 39:26,Invest in reviving local news to address corruption and cultivate a new generation of journalists from diverse backgrounds.,Christine Rosen emphasizes the need for local journalism to combat corruption and improve trust in news.,"<blockquote><b>Christine Rosen</b><br/><br/>I would say two things about that. The first is that if you really want to invest, if look, if you're a billionaire...</blockquote>"
#387 - Politics & Power,Making Sense with Sam Harris - Subscriber Content,Making Sense with Sam Harris,https://share.snipd.com/episode/69a3522f-e480-4cf2-9e75-c454a3df2dfa,2024-10-15,2024-12-24T14:55,"Sam Harris speaks with Ambassador Rahm Emanuel about the state of world order and American politics. They discuss various topics including Japan's economic health, U.S. competition with China, and the Democratic Party's direction, among others.",,10:16,"Japan's manufacturing sector is highly productive, driven by robotics and automation due to their early decline in population.",https://share.snipd.com/snip/dfff43ed-70b3-4caa-9a15-ab7f429daa0c,2min,08:35 - 10:18,"Japan's manufacturing sector is highly productive, driven by robotics and automation due to their early decline in population. They hold a dominant position in the semiconductor supply chain, controlling 40-70% of the market share in essential materials and packaging.","And in the areas, I'll give you like take semiconductor space, it gets a lot of notoriety. I could refer to Japan as the supply chain of the supply chain. So there's about 18 companies that are dominant in the materials and packaging, which is so essential, that have anywhere from 40 to 70% of worldwide share of market in their space...",<blockquote><b>Rahm Emanuel</b>...<br/><br/>
#387 - Politics & Power,Making Sense with Sam Harris - Subscriber Content,Making Sense with Sam Harris,https://share.snipd.com/episode/69a3522f-e480-4cf2-9e75-c454a3df2dfa,2024-10-15,2024-12-24T14:55,"Sam Harris speaks with Ambassador Rahm Emanuel about the state of world order and American politics. They discuss various topics including Japan's economic health, U.S. competition with China, and the Democratic Party's direction, among others.",,47:23,Israel historically projected itself as having higher moral standards for its army.,https://share.snipd.com/snip/3e40a488-78c4-4494-a77f-49c6388168f5,1min,46:13 - 47:35,"Israel historically projected itself as having higher moral standards for its army. This invites judgment and higher expectations, which they've sometimes fallen short of.","So, and Israel projected itself, going back to those days, appropriately, as a different army, a moral army that was both an effective defense force, but also one that lived by a certain Code that was higher...",<blockquote><b>Rahm Emanuel</b>...<br/><br/>
#394 - Bringing Back the Mammoth,Making Sense with Sam Harris - Subscriber Content,Making Sense with Sam Harris,https://share.snipd.com/episode/a9567e46-d60a-44e2-8e2f-1402cfad25c8,2024-12-03,2024-12-24T14:55,"Sam Harris speaks with Ben Lamm about his work at Colossal Biosciences. They discuss his efforts to de-extinct the woolly mammoth, the Tasmanian tiger, and the dodo; the difference between Colossal s approach and Jurassic Park; the details of resurrecting the mammoth; the relevance of this work to human health; the role of artificial intelligence; reintroducing mammoths, Tasmanian tigers, and dodos back into the wild; the environmental and business case for de-extinction; and other topics.","Ben Lamm is a technology and software entrepreneur. He is the CEO of Colossal Biosciences, which he co-founded alongside biologist George Church with the goal of resurrecting extinct species. Ben is also a fellow of The Explorer s Club, and he serves on the scientific advisory board of The Planetary Society.",22:45,De-extinction as a Systems Problem,https://share.snipd.com/snip/a678e000-fe75-4a9a-8062-3c158a8556b6,1min,22:22 - 22:52,"De-extinction involves various aspects like computational analysis, ancient DNA work, field work, computational biology, cellular engineering, genetic engineering, and animal husbandry. The current focus is on growing these animals in vitro using surrogate mothers. A dedicated team is working on developing artificial wombs, though the initial de-extinct species won't use this technology. The required tools and technologies for artificial wombs exist; it's about improving scale and efficiency, aiming for later generations to grow fully ex-utero.","There's the genetic engineering side. Then there's the animal husbandry side, right? How do we grow these animals ex-utero? In vitro, but grow it in surrogates. And then there's an ex-utero component. So we actually have a 17-person team that's working on artificial wombs, which we can also talk about at some point if interesting. None of our first-generation species will be growing in artificial wombs. But like the other work that we're doing, all the technologies exist. There's no faster than light travel or quantum","Ben Lamm: There's the genetic engineering side. Then there's the animal husbandry side, right? How do we grow these animals ex-utero? In vitro, but grow it in surrogates. And then there's an ex-utero component..."
#394 - Bringing Back the Mammoth,Making Sense with Sam Harris - Subscriber Content,Making Sense with Sam Harris,https://share.snipd.com/episode/a9567e46-d60a-44e2-8e2f-1402cfad25c8,2024-12-03,2024-12-24T14:55,"Sam Harris speaks with Ben Lamm about his work at Colossal Biosciences. They discuss his efforts to de-extinct the woolly mammoth, the Tasmanian tiger, and the dodo; the difference between Colossal s approach and Jurassic Park; the details of resurrecting the mammoth; the relevance of this work to human health; the role of artificial intelligence; reintroducing mammoths, Tasmanian tigers, and dodos back into the wild; the environmental and business case for de-extinction; and other topics.","Ben Lamm is a technology and software entrepreneur. He is the CEO of Colossal Biosciences, which he co-founded alongside biologist George Church with the goal of resurrecting extinct species. Ben is also a fellow of The Explorer s Club, and he serves on the scientific advisory board of The Planetary Society.",45:25,Rewilding Economics and Annuity Potential,https://share.snipd.com/snip/d5c233eb-d88e-4cc3-80d7-86e4fd0a17dc,1min,44:38 - 45:25,"Rewilded animals can create long-term annuity streams through various avenues. These include carbon capture, ecotourism, and biodiversity credits. This economic model offers a more sustainable alternative to hunting or poaching. Early modeling suggests potential for billions of dollars in annuity value. Governments are recognizing this potential and negotiating substantial contracts for rewilding initiatives.","And so for us, I think that these animals almost can represent an annuity. So when you think about like things like content capture, ecotourism of animals back in country, and then the biodiversity and carbon aspects of the business...","Ben Lamm: And so for us, I think that these animals almost can represent an annuity. So when you think about like things like content capture, ecotourism of animals back in country, and then the biodiversity and carbon aspects of the business..."
Rocketing science: China’s newest superpower,Economist Podcasts,The Economist,https://share.snipd.com/episode/3019fdb7-cfcf-4971-9efe-25fd1bc30722,2024-06-24,2024-12-24T14:55,"After decades as a scientific also-ran, China is becoming a superpower particularly in the physical sciences. We examine the risks and opportunities that poses for the West. Our correspondent looks into why denizens of the Mediterranean live so long (10.32). And this year’s confluence of two broods makes for a rare preponderance of cicadas (17.53).","1. China is rapidly emerging as a superpower in the physical sciences after years of being a scientific also-ran.
2. There are risks and opportunities for the West with China's growing influence in the scientific field.
3. Research examines why people in the Mediterranean region tend to live longer lives.
4. This year's convergence of two broods has resulted in an abundance of cicadas in certain areas.",19:41,Embracing Tranquility in Nature,https://share.snipd.com/snip/e9fc93a8-0cea-4246-9fab-523ccb4a1b04,1min️,18:49 - 19:45,"The serene setting with vermouth below the horizon, a darkening sky, a gentle breeze, cicadas chirping in the distance, and the sweet scent of jasmine creates a tranquil atmosphere in nature, allowing for a moment of peaceful reflection and relaxation.","Lane, thanks so much for joining me. Next time over, vermouth below the horizon, the darkening sky awash with A breeze gusts by, pleasantly disturbing the day's lingering heat. In the distance, the cicadas chorus. The air is heavy with the scent of jasmine, their sweet aroma mingling with...","<blockquote><b>Speaker 3</b><br/><br/>Lane, thanks so much for joining me. Next time over, vermouth below the horizon, the darkening sky awash with A breeze gusts by, pleasantly disturbing the day's lingering heat. In the distance, the cicadas chorus. The air is heavy with the scent of jasmine, their sweet aroma mingling with..."
#374 - Consciousness and the Physical World,Making Sense with Sam Harris - Subscriber Content,Making Sense with Sam Harris,https://share.snipd.com/episode/44e6df34-4031-42d0-b77b-4b8b58fe86b0,2024-07-09,2024-12-24T14:55,"Sam Harris speaks with Christof Koch about the nature of consciousness. They discuss Christof's development as a neuroscientist, his collaboration with Francis Crick, change blindness and binocular rivalry, sleep and anesthesia, the limits of physicalism, non-locality, brains as classical systems, conscious AI, idealism and panpsychism, Integrated Information Theory (IIT), what it means to say something exists, the illusion of the self, brain bridging, Christof's experience with psychedelics, and other topics.","1. Consciousness involves the illusion of stable visual inputs, where images shift at the level of visual consciousness despite stable input to the nervous system. 2. Challenges to physicalism are seen in quantum mechanics, with concepts like entanglement and non-locality questioning traditional physicalist principles. 3. Functionalism theory suggests that replicating functions related to intelligence and consciousness on a machine may lead to the emergence of consciousness, a belief prevalent in the tech industry and among computational scientists. 4. Exploration of metaphysical stances like idealism arises in response to the limitations of physicalism in explaining consciousness, with experiences of interconnectedness prompting this exploration. 5. Physicists are striving for a unified theory that explains everything, grappling with the role of the observer in constructing reality and shifting towards idealism from physicalism.",17:31,The Illusion of Stable Visual Inputs,https://share.snipd.com/snip/411efbc2-545a-4b7a-bd94-d00945c00b47,1min,16:31 - 17:31,"In an experiment where different images are projected to each eye, the conscious experience involves seeing one image and then shifting randomly to the other image. Despite the stability of the inputs to the nervous system, with one input to each eye, the conscious phenomenology involves a constant shifting between the two images.","So just to clarify for listeners who haven't, who may not be able to visualize this, you have one image projected to one eye and a different image to the other eye and your conscious experience tends to, if it's set up correctly, is you're simply seeing one of the images and then it just randomly shifts to the other image. It's something over which you can't control the shift. And what's interesting about this experimentally is that the inputs to your nervous system are completely stable. I mean, all you have are these two inputs to one to each eye, and nothing is changing, and yet at the level of your conscious phenomenology, there is this very bizarre shifting back and forth between seeing one image and then seeing the other.",<blockquote><b>Speaker 2</b><br/><br/>So just to clarify for listeners who haven't...</blockquote>
#374 - Consciousness and the Physical World,Making Sense with Sam Harris - Subscriber Content,Making Sense with Sam Harris,https://share.snipd.com/episode/44e6df34-4031-42d0-b77b-4b8b58fe86b0,2024-07-09,2024-12-24T14:55,"Sam Harris speaks with Christof Koch about the nature of consciousness. They discuss Christof's development as a neuroscientist, his collaboration with Francis Crick, change blindness and binocular rivalry, sleep and anesthesia, the limits of physicalism, non-locality, brains as classical systems, conscious AI, idealism and panpsychism, Integrated Information Theory (IIT), what it means to say something exists, the illusion of the self, brain bridging, Christof's experience with psychedelics, and other topics.","1. Consciousness involves the illusion of stable visual inputs, where images shift at the level of visual consciousness despite stable input to the nervous system. 2. Challenges to physicalism are seen in quantum mechanics, with concepts like entanglement and non-locality questioning traditional physicalist principles. 3. Functionalism theory suggests that replicating functions related to intelligence and consciousness on a machine may lead to the emergence of consciousness, a belief prevalent in the tech industry and among computational scientists. 4. Exploration of metaphysical stances like idealism arises in response to the limitations of physicalism in explaining consciousness, with experiences of interconnectedness prompting this exploration. 5. Physicists are striving for a unified theory that explains everything, grappling with the role of the observer in constructing reality and shifting towards idealism from physicalism.",30:34,The Limitations of Physicalism in Defining the Universe,https://share.snipd.com/snip/40ef3fac-aac7-4dc4-bf70-51e9f45e040d,2min,28:56 - 30:46,"Physicalism faces challenges at its core when attempting to define the universe, as seen in quantum mechanics where concepts such as entanglement and non-locality defy traditional physicalist principles.","You're entirely right. My dog doesn't understand general relativity or the stock market or election. My dog is a perfectly intelligent member of a species that survived for millions of years, but certain things are cognitive beyond it, and maybe this is also beyond us. But now the additional evidence for physicalism being inadequate...",<blockquote><b>Speaker 1</b><br/><br/>You're entirely right....</blockquote>
